Product,Channel,WeekStart,TV,Online,StoresAvailability
TXX00,E,2016-09-05,211183.53,5827.309,35
TXX06,E,2016-09-05,211183.53,5827.309,43
TXXX0,E,2016-09-05,211183.53,5827.309,40
TXZ06,E,2016-09-05,211183.53,5827.309,58
TZQAQ,E,2016-09-05,211183.53,5827.309,67
TXX00,B,2016-09-05,211183.53,5827.309,16
TXX06,B,2016-09-05,211183.53,5827.309,16
TXXX0,B,2016-09-05,211183.53,5827.309,17
TXZ06,B,2016-09-05,211183.53,5827.309,24
TZQAQ,B,2016-09-05,211183.53,5827.309,18
TXX00,A,2016-09-05,211183.53,5827.309,4
TXX06,A,2016-09-05,211183.53,5827.309,3
TXX00,C,2016-09-05,211183.53,5827.309,93
TXX06,C,2016-09-05,211183.53,5827.309,90
TXXX0,C,2016-09-05,211183.53,5827.309,78
TXZ06,C,2016-09-05,211183.53,5827.309,61
TZQAQ,C,2016-09-05,211183.53,5827.309,91
TXX00,D,2016-09-05,211183.53,5827.309,1
TXX06,D,2016-09-05,211183.53,5827.309,1
TXQT7,E,2016-09-05,194869.33,13760.152,46
TXQTZ,E,2016-09-05,194869.33,13760.152,37
TXQT7,B,2016-09-05,194869.33,13760.152,10
TXQTZ,B,2016-09-05,194869.33,13760.152,13
TXQQX,C,2016-09-05,194869.33,13760.152,41
TXQT7,C,2016-09-05,194869.33,13760.152,65
TXQTZ,C,2016-09-05,194869.33,13760.152,30
TXQQX,F,2016-09-05,194869.33,13760.152,2
TXX5Q,E,2016-09-12,0.0,0.0,30
TXQ0T,E,2016-09-12,0.0,0.0,41
TXX5Q,B,2016-09-12,0.0,0.0,9
TXQ0T,B,2016-09-12,0.0,0.0,9
TXX5Q,A,2016-09-12,0.0,0.0,21
TXQ0T,A,2016-09-12,0.0,0.0,36
TXX5Q,C,2016-09-12,0.0,0.0,86
TXQ0T,C,2016-09-12,0.0,0.0,90
TXX00,E,2016-09-12,177449.07,11118.877,29
TXX06,E,2016-09-12,177449.07,11118.877,40
TXXX0,E,2016-09-12,177449.07,11118.877,39
TXZ06,E,2016-09-12,177449.07,11118.877,75
TZQAQ,E,2016-09-12,177449.07,11118.877,80
TXX00,B,2016-09-12,177449.07,11118.877,11
TXX06,B,2016-09-12,177449.07,11118.877,12
TXXX0,B,2016-09-12,177449.07,11118.877,12
TXZ06,B,2016-09-12,177449.07,11118.877,19
TZQAQ,B,2016-09-12,177449.07,11118.877,12
TXX00,A,2016-09-12,177449.07,11118.877,4
TXX06,A,2016-09-12,177449.07,11118.877,4
TXZ06,A,2016-09-12,177449.07,11118.877,1
TXX00,C,2016-09-12,177449.07,11118.877,87
TXX06,C,2016-09-12,177449.07,11118.877,86
TXXX0,C,2016-09-12,177449.07,11118.877,83
TXZ06,C,2016-09-12,177449.07,11118.877,68
TZQAQ,C,2016-09-12,177449.07,11118.877,86
TXX00,D,2016-09-12,177449.07,11118.877,1
TXX06,D,2016-09-12,177449.07,11118.877,1
TXXX0,D,2016-09-12,177449.07,11118.877,1
TXZ06,D,2016-09-12,177449.07,11118.877,1
TXQT7,E,2016-09-12,201510.46,23560.161,38
TXQTZ,E,2016-09-12,201510.46,23560.161,40
TXQT7,B,2016-09-12,201510.46,23560.161,7
TXQTZ,B,2016-09-12,201510.46,23560.161,15
TXQQX,C,2016-09-12,201510.46,23560.161,36
TXQT7,C,2016-09-12,201510.46,23560.161,69
TXQTZ,C,2016-09-12,201510.46,23560.161,22
TXX5Q,E,2016-09-19,0.0,0.0,41
TXQ0T,E,2016-09-19,0.0,0.0,51
TXX5Q,B,2016-09-19,0.0,0.0,11
TXQ0T,B,2016-09-19,0.0,0.0,17
TXX5Q,A,2016-09-19,0.0,0.0,20
TXQ0T,A,2016-09-19,0.0,0.0,49
TXX5Q,C,2016-09-19,0.0,0.0,87
TXQ0T,C,2016-09-19,0.0,0.0,90
TXX00,E,2016-09-19,0.0,11118.877,43
TXX06,E,2016-09-19,0.0,11118.877,43
TXXX0,E,2016-09-19,0.0,11118.877,50
TXZ06,E,2016-09-19,0.0,11118.877,59
TZQAQ,E,2016-09-19,0.0,11118.877,82
TXX00,B,2016-09-19,0.0,11118.877,13
TXX06,B,2016-09-19,0.0,11118.877,14
TXXX0,B,2016-09-19,0.0,11118.877,12
TXZ06,B,2016-09-19,0.0,11118.877,25
TZQAQ,B,2016-09-19,0.0,11118.877,15
TXX00,A,2016-09-19,0.0,11118.877,4
TXX06,A,2016-09-19,0.0,11118.877,3
TXX00,C,2016-09-19,0.0,11118.877,91
TXX06,C,2016-09-19,0.0,11118.877,85
TXXX0,C,2016-09-19,0.0,11118.877,1
TXZ06,C,2016-09-19,0.0,11118.877,62
TZQAQ,C,2016-09-19,0.0,11118.877,86
TXX00,D,2016-09-19,0.0,11118.877,1
TXX06,D,2016-09-19,0.0,11118.877,6
TXZ06,D,2016-09-19,0.0,11118.877,1
TXQT7,E,2016-09-19,193898.42,13760.152,51
TXQTZ,E,2016-09-19,193898.42,13760.152,45
TXQT7,B,2016-09-19,193898.42,13760.152,15
TXQTZ,B,2016-09-19,193898.42,13760.152,23
TXQQX,C,2016-09-19,193898.42,13760.152,42
TXQT7,C,2016-09-19,193898.42,13760.152,80
TXQTZ,C,2016-09-19,193898.42,13760.152,92
TXQQX,F,2016-09-19,193898.42,13760.152,1
TXX5Q,E,2016-09-26,0.0,0.0,38
TXQ0T,E,2016-09-26,0.0,0.0,43
TXX5Q,B,2016-09-26,0.0,0.0,18
TXQ0T,B,2016-09-26,0.0,0.0,19
TXX5Q,A,2016-09-26,0.0,0.0,37
TXQ0T,A,2016-09-26,0.0,0.0,40
TXX5Q,C,2016-09-26,0.0,0.0,89
TXQ0T,C,2016-09-26,0.0,0.0,92
TXX00,E,2016-09-26,0.0,5434.212,36
TXX06,E,2016-09-26,0.0,5434.212,42
TXXX0,E,2016-09-26,0.0,5434.212,46
TXZ06,E,2016-09-26,0.0,5434.212,59
TZQAQ,E,2016-09-26,0.0,5434.212,86
TXX00,B,2016-09-26,0.0,5434.212,12
TXX06,B,2016-09-26,0.0,5434.212,17
TXXX0,B,2016-09-26,0.0,5434.212,21
TXZ06,B,2016-09-26,0.0,5434.212,27
TZQAQ,B,2016-09-26,0.0,5434.212,13
TXX00,A,2016-09-26,0.0,5434.212,4
TXX06,A,2016-09-26,0.0,5434.212,3
TXX00,C,2016-09-26,0.0,5434.212,91
TXX06,C,2016-09-26,0.0,5434.212,87
TXXX0,C,2016-09-26,0.0,5434.212,1
TXZ06,C,2016-09-26,0.0,5434.212,69
TZQAQ,C,2016-09-26,0.0,5434.212,88
TXX00,D,2016-09-26,0.0,5434.212,1
TXX06,D,2016-09-26,0.0,5434.212,1
TXZ06,D,2016-09-26,0.0,5434.212,1
TXQT7,E,2016-09-26,177492.99,13740.476,50
TXQTZ,E,2016-09-26,177492.99,13740.476,53
TXQT7,B,2016-09-26,177492.99,13740.476,17
TXQTZ,B,2016-09-26,177492.99,13740.476,22
TXQQX,C,2016-09-26,177492.99,13740.476,36
TXQT7,C,2016-09-26,177492.99,13740.476,31
TXQTZ,C,2016-09-26,177492.99,13740.476,19
TXQQX,F,2016-09-26,177492.99,13740.476,1
TXX5Q,E,2016-10-03,0.0,0.0,41
TXQ0T,E,2016-10-03,0.0,0.0,49
TXX5Q,B,2016-10-03,0.0,0.0,13
TXQ0T,B,2016-10-03,0.0,0.0,12
TXX5Q,A,2016-10-03,0.0,0.0,40
TXQ0T,A,2016-10-03,0.0,0.0,46
TXX5Q,C,2016-10-03,0.0,0.0,91
TXQ0T,C,2016-10-03,0.0,0.0,93
TXX00,E,2016-10-03,190412.54,19579.175,32
TXX06,E,2016-10-03,190412.54,19579.175,45
TXXX0,E,2016-10-03,190412.54,19579.175,41
TXZ06,E,2016-10-03,190412.54,19579.175,59
TZQAQ,E,2016-10-03,190412.54,19579.175,79
TXX00,B,2016-10-03,190412.54,19579.175,15
TXX06,B,2016-10-03,190412.54,19579.175,9
TXXX0,B,2016-10-03,190412.54,19579.175,15
TXZ06,B,2016-10-03,190412.54,19579.175,27
TZQAQ,B,2016-10-03,190412.54,19579.175,16
TXX00,A,2016-10-03,190412.54,19579.175,3
TXX06,A,2016-10-03,190412.54,19579.175,3
TXX00,C,2016-10-03,190412.54,19579.175,92
TXX06,C,2016-10-03,190412.54,19579.175,89
TXXX0,C,2016-10-03,190412.54,19579.175,85
TXZ06,C,2016-10-03,190412.54,19579.175,63
TZQAQ,C,2016-10-03,190412.54,19579.175,92
TXX00,D,2016-10-03,190412.54,19579.175,1
TXX06,D,2016-10-03,190412.54,19579.175,7
TXXX0,D,2016-10-03,190412.54,19579.175,1
TXZ06,D,2016-10-03,190412.54,19579.175,1
TXQT7,E,2016-10-03,170590.61,9574.47400000001,48
TXQTZ,E,2016-10-03,170590.61,9574.47400000001,47
TXQT7,B,2016-10-03,170590.61,9574.47400000001,6
TXQTZ,B,2016-10-03,170590.61,9574.47400000001,19
TXQQX,C,2016-10-03,170590.61,9574.47400000001,39
TXQT7,C,2016-10-03,170590.61,9574.47400000001,74
TXQTZ,C,2016-10-03,170590.61,9574.47400000001,87
TXQQX,F,2016-10-03,170590.61,9574.47400000001,1
TXX5Q,E,2016-10-10,0.0,0.0,43
TXQ0T,E,2016-10-10,0.0,0.0,54
TXX5Q,B,2016-10-10,0.0,0.0,15
TXQ0T,B,2016-10-10,0.0,0.0,17
TXX5Q,A,2016-10-10,0.0,0.0,19
TXQ0T,A,2016-10-10,0.0,0.0,28
TXX5Q,C,2016-10-10,0.0,0.0,87
TXQ0T,C,2016-10-10,0.0,0.0,93
TXX00,E,2016-10-10,190637.32,9289.175,41
TXX06,E,2016-10-10,190637.32,9289.175,46
TXXX0,E,2016-10-10,190637.32,9289.175,50
TXZ06,E,2016-10-10,190637.32,9289.175,63
TZQAQ,E,2016-10-10,190637.32,9289.175,79
TXX00,B,2016-10-10,190637.32,9289.175,13
TXX06,B,2016-10-10,190637.32,9289.175,12
TXXX0,B,2016-10-10,190637.32,9289.175,15
TXZ06,B,2016-10-10,190637.32,9289.175,23
TZQAQ,B,2016-10-10,190637.32,9289.175,9
TXX00,A,2016-10-10,190637.32,9289.175,5
TXX06,A,2016-10-10,190637.32,9289.175,3
TXZ06,A,2016-10-10,190637.32,9289.175,9
TZQAQ,A,2016-10-10,190637.32,9289.175,11
TXX00,C,2016-10-10,190637.32,9289.175,91
TXX06,C,2016-10-10,190637.32,9289.175,85
TXZ06,C,2016-10-10,190637.32,9289.175,64
TZQAQ,C,2016-10-10,190637.32,9289.175,92
TXX00,D,2016-10-10,190637.32,9289.175,1
TXX06,D,2016-10-10,190637.32,9289.175,4
TXZ06,D,2016-10-10,190637.32,9289.175,1
TXX00,F,2016-10-10,190637.32,9289.175,1
TXQT7,E,2016-10-10,142634.91,7539.007,48
TXQTZ,E,2016-10-10,142634.91,7539.007,48
TXQT7,B,2016-10-10,142634.91,7539.007,16
TXQTZ,B,2016-10-10,142634.91,7539.007,14
TXQQX,C,2016-10-10,142634.91,7539.007,34
TXQTZ,C,2016-10-10,142634.91,7539.007,81
TXX5Q,E,2016-10-17,0.0,0.0,35
TXQ0T,E,2016-10-17,0.0,0.0,50
TXX5Q,B,2016-10-17,0.0,0.0,7
TXQ0T,B,2016-10-17,0.0,0.0,15
TXX5Q,A,2016-10-17,0.0,0.0,27
TXQ0T,A,2016-10-17,0.0,0.0,36
TXX5Q,C,2016-10-17,0.0,0.0,84
TXQ0T,C,2016-10-17,0.0,0.0,89
TXX00,E,2016-10-17,0.0,0.0,41
TXX06,E,2016-10-17,0.0,0.0,43
TXXX0,E,2016-10-17,0.0,0.0,49
TXZ06,E,2016-10-17,0.0,0.0,65
TZQAQ,E,2016-10-17,0.0,0.0,70
TXX00,B,2016-10-17,0.0,0.0,16
TXX06,B,2016-10-17,0.0,0.0,18
TXXX0,B,2016-10-17,0.0,0.0,14
TXZ06,B,2016-10-17,0.0,0.0,32
TZQAQ,B,2016-10-17,0.0,0.0,18
TXX00,A,2016-10-17,0.0,0.0,2
TXX06,A,2016-10-17,0.0,0.0,1
TXZ06,A,2016-10-17,0.0,0.0,3
TZQAQ,A,2016-10-17,0.0,0.0,6
TXX00,C,2016-10-17,0.0,0.0,90
TXX06,C,2016-10-17,0.0,0.0,82
TXZ06,C,2016-10-17,0.0,0.0,70
TZQAQ,C,2016-10-17,0.0,0.0,93
TXX00,D,2016-10-17,0.0,0.0,1
TXX06,D,2016-10-17,0.0,0.0,7
TXZ06,D,2016-10-17,0.0,0.0,1
TXX00,F,2016-10-17,0.0,0.0,1
TXQT7,E,2016-10-17,167878.73,9297.155,45
TXQTZ,E,2016-10-17,167878.73,9297.155,52
TXQT7,B,2016-10-17,167878.73,9297.155,20
TXQTZ,B,2016-10-17,167878.73,9297.155,19
TXQQX,C,2016-10-17,167878.73,9297.155,30
TXQTZ,C,2016-10-17,167878.73,9297.155,84
TXX5Q,E,2016-10-24,0.0,0.0,48
TXQ0T,E,2016-10-24,0.0,0.0,48
TXX5Q,B,2016-10-24,0.0,0.0,11
TXQ0T,B,2016-10-24,0.0,0.0,16
TXX5Q,A,2016-10-24,0.0,0.0,19
TXQ0T,A,2016-10-24,0.0,0.0,30
TXX5Q,C,2016-10-24,0.0,0.0,84
TXQ0T,C,2016-10-24,0.0,0.0,90
TXX00,E,2016-10-24,0.0,0.0,43
TXX06,E,2016-10-24,0.0,0.0,41
TXXX0,E,2016-10-24,0.0,0.0,55
TXZ06,E,2016-10-24,0.0,0.0,65
TZQAQ,E,2016-10-24,0.0,0.0,83
TXX00,B,2016-10-24,0.0,0.0,21
TXX06,B,2016-10-24,0.0,0.0,13
TXXX0,B,2016-10-24,0.0,0.0,25
TXZ06,B,2016-10-24,0.0,0.0,30
TZQAQ,B,2016-10-24,0.0,0.0,17
TXX00,A,2016-10-24,0.0,0.0,4
TXX06,A,2016-10-24,0.0,0.0,4
TXZ06,A,2016-10-24,0.0,0.0,7
TZQAQ,A,2016-10-24,0.0,0.0,12
TXX00,C,2016-10-24,0.0,0.0,94
TXX06,C,2016-10-24,0.0,0.0,85
TXZ06,C,2016-10-24,0.0,0.0,58
TZQAQ,C,2016-10-24,0.0,0.0,95
TXX06,D,2016-10-24,0.0,0.0,5
TXZ06,D,2016-10-24,0.0,0.0,1
TXQT7,E,2016-10-24,0.0,9800.001,54
TXQTZ,E,2016-10-24,0.0,9800.001,50
TXQT7,B,2016-10-24,0.0,9800.001,22
TXQTZ,B,2016-10-24,0.0,9800.001,20
TXQQX,C,2016-10-24,0.0,9800.001,41
TXQT7,C,2016-10-24,0.0,9800.001,80
TXQTZ,C,2016-10-24,0.0,9800.001,89
TXX5Q,E,2016-10-31,0.0,0.0,3
TXQ0T,E,2016-10-31,0.0,0.0,4
TXX5Q,B,2016-10-31,0.0,0.0,13
TXQ0T,B,2016-10-31,0.0,0.0,22
TXX5Q,A,2016-10-31,0.0,0.0,35
TXQ0T,A,2016-10-31,0.0,0.0,30
TXX5Q,C,2016-10-31,0.0,0.0,87
TXQ0T,C,2016-10-31,0.0,0.0,89
TXX00,E,2016-10-31,0.0,0.0,94
TXX06,E,2016-10-31,0.0,0.0,94
TXXX0,E,2016-10-31,0.0,0.0,94
TXZ06,E,2016-10-31,0.0,0.0,94
TZQAQ,E,2016-10-31,0.0,0.0,99
TXX00,B,2016-10-31,0.0,0.0,13
TXX06,B,2016-10-31,0.0,0.0,17
TXXX0,B,2016-10-31,0.0,0.0,23
TXZ06,B,2016-10-31,0.0,0.0,31
TZQAQ,B,2016-10-31,0.0,0.0,14
TXX00,A,2016-10-31,0.0,0.0,4
TXX06,A,2016-10-31,0.0,0.0,4
TXZ06,A,2016-10-31,0.0,0.0,8
TZQAQ,A,2016-10-31,0.0,0.0,9
TXX00,C,2016-10-31,0.0,0.0,92
TXX06,C,2016-10-31,0.0,0.0,86
TXXX0,C,2016-10-31,0.0,0.0,86
TXZ06,C,2016-10-31,0.0,0.0,65
TZQAQ,C,2016-10-31,0.0,0.0,95
TXX00,D,2016-10-31,0.0,0.0,1
TXX06,D,2016-10-31,0.0,0.0,6
TXZ06,D,2016-10-31,0.0,0.0,1
TXQT7,E,2016-10-31,0.0,0.0,95
TXQTZ,E,2016-10-31,0.0,0.0,94
TXQT7,B,2016-10-31,0.0,0.0,11
TXQTZ,B,2016-10-31,0.0,0.0,23
TXQQX,C,2016-10-31,0.0,0.0,34
TXQT7,C,2016-10-31,0.0,0.0,74
TXQTZ,C,2016-10-31,0.0,0.0,83
TXX5Q,E,2016-11-07,0.0,0.0,31
TXQ0T,E,2016-11-07,0.0,0.0,44
TXX5Q,B,2016-11-07,0.0,0.0,15
TXQ0T,B,2016-11-07,0.0,0.0,25
TXX5Q,A,2016-11-07,0.0,0.0,27
TXQ0T,A,2016-11-07,0.0,0.0,38
TXX5Q,C,2016-11-07,0.0,0.0,85
TXQ0T,C,2016-11-07,0.0,0.0,90
TXX00,E,2016-11-07,0.0,0.0,36
TXX06,E,2016-11-07,0.0,0.0,43
TXXX0,E,2016-11-07,0.0,0.0,50
TXZ06,E,2016-11-07,0.0,0.0,62
TZQAQ,E,2016-11-07,0.0,0.0,75
TXX00,B,2016-11-07,0.0,0.0,21
TXX06,B,2016-11-07,0.0,0.0,13
TXXX0,B,2016-11-07,0.0,0.0,22
TXZ06,B,2016-11-07,0.0,0.0,33
TZQAQ,B,2016-11-07,0.0,0.0,14
TXX00,A,2016-11-07,0.0,0.0,4
TXX06,A,2016-11-07,0.0,0.0,3
TXZ06,A,2016-11-07,0.0,0.0,1
TZQAQ,A,2016-11-07,0.0,0.0,7
TXX00,C,2016-11-07,0.0,0.0,94
TXX06,C,2016-11-07,0.0,0.0,86
TXXX0,C,2016-11-07,0.0,0.0,86
TXZ06,C,2016-11-07,0.0,0.0,70
TZQAQ,C,2016-11-07,0.0,0.0,96
TXX00,D,2016-11-07,0.0,0.0,1
TXX06,D,2016-11-07,0.0,0.0,3
TXZ06,D,2016-11-07,0.0,0.0,1
TXQT7,E,2016-11-07,177971.37,12276.264,50
TXQTZ,E,2016-11-07,177971.37,12276.264,49
TXQT7,B,2016-11-07,177971.37,12276.264,22
TXQTZ,B,2016-11-07,177971.37,12276.264,16
TXQQX,C,2016-11-07,177971.37,12276.264,30
TXQT7,C,2016-11-07,177971.37,12276.264,73
TXQTZ,C,2016-11-07,177971.37,12276.264,83
TXX5Q,E,2016-11-14,0.0,0.0,29
TXQ0T,E,2016-11-14,0.0,0.0,50
TXX5Q,B,2016-11-14,0.0,0.0,14
TXQ0T,B,2016-11-14,0.0,0.0,12
TXX5Q,A,2016-11-14,0.0,0.0,30
TXQ0T,A,2016-11-14,0.0,0.0,33
TXX5Q,C,2016-11-14,0.0,0.0,88
TXQ0T,C,2016-11-14,0.0,0.0,93
TXX00,E,2016-11-14,0.0,0.0,41
TXX06,E,2016-11-14,0.0,0.0,46
TXXX0,E,2016-11-14,0.0,0.0,53
TXZ06,E,2016-11-14,0.0,0.0,71
TZQAQ,E,2016-11-14,0.0,0.0,71
TXX00,B,2016-11-14,0.0,0.0,14
TXX06,B,2016-11-14,0.0,0.0,12
TXXX0,B,2016-11-14,0.0,0.0,12
TXZ06,B,2016-11-14,0.0,0.0,19
TZQAQ,B,2016-11-14,0.0,0.0,9
TXX00,A,2016-11-14,0.0,0.0,3
TXX06,A,2016-11-14,0.0,0.0,2
TZQAQ,A,2016-11-14,0.0,0.0,8
TXX00,C,2016-11-14,0.0,0.0,94
TXX06,C,2016-11-14,0.0,0.0,92
TXXX0,C,2016-11-14,0.0,0.0,84
TXZ06,C,2016-11-14,0.0,0.0,65
TZQAQ,C,2016-11-14,0.0,0.0,96
TXX06,D,2016-11-14,0.0,0.0,2
TXZ06,D,2016-11-14,0.0,0.0,1
TXQT7,E,2016-11-14,157125.13,12276.264,56
TXQTZ,E,2016-11-14,157125.13,12276.264,53
TXQT7,B,2016-11-14,157125.13,12276.264,6
TXQTZ,B,2016-11-14,157125.13,12276.264,12
TXQQX,C,2016-11-14,157125.13,12276.264,35
TXQT7,C,2016-11-14,157125.13,12276.264,79
TXQTZ,C,2016-11-14,157125.13,12276.264,84
TXQTZ,D,2016-11-14,157125.13,12276.264,1
TXX5Q,E,2016-11-21,0.0,0.0,58
TXQ0T,E,2016-11-21,0.0,0.0,61
TXX5Q,B,2016-11-21,0.0,0.0,8
TXQ0T,B,2016-11-21,0.0,0.0,16
TXX5Q,A,2016-11-21,0.0,0.0,34
TXQ0T,A,2016-11-21,0.0,0.0,31
TXX5Q,C,2016-11-21,0.0,0.0,84
TXQ0T,C,2016-11-21,0.0,0.0,90
TXX00,E,2016-11-21,0.0,0.0,41
TXX06,E,2016-11-21,0.0,0.0,46
TXXX0,E,2016-11-21,0.0,0.0,62
TXZ06,E,2016-11-21,0.0,0.0,74
TZQAQ,E,2016-11-21,0.0,0.0,89
TXX00,B,2016-11-21,0.0,0.0,22
TXX06,B,2016-11-21,0.0,0.0,24
TXXX0,B,2016-11-21,0.0,0.0,22
TXZ06,B,2016-11-21,0.0,0.0,29
TZQAQ,B,2016-11-21,0.0,0.0,16
TXX00,A,2016-11-21,0.0,0.0,3
TXX06,A,2016-11-21,0.0,0.0,2
TXZ06,A,2016-11-21,0.0,0.0,1
TZQAQ,A,2016-11-21,0.0,0.0,15
TXX00,C,2016-11-21,0.0,0.0,93
TXX06,C,2016-11-21,0.0,0.0,88
TXXX0,C,2016-11-21,0.0,0.0,84
TXZ06,C,2016-11-21,0.0,0.0,69
TZQAQ,C,2016-11-21,0.0,0.0,96
TXX00,D,2016-11-21,0.0,0.0,1
TXX06,D,2016-11-21,0.0,0.0,1
TXZ06,D,2016-11-21,0.0,0.0,1
TXQT7,E,2016-11-21,139900.76,12276.264,63
TXQTZ,E,2016-11-21,139900.76,12276.264,65
TXQT7,B,2016-11-21,139900.76,12276.264,18
TXQTZ,B,2016-11-21,139900.76,12276.264,21
TXQQX,C,2016-11-21,139900.76,12276.264,31
TXQT7,C,2016-11-21,139900.76,12276.264,82
TXQTZ,C,2016-11-21,139900.76,12276.264,83
TXX5Q,E,2016-11-28,0.0,0.0,48
TXQ0T,E,2016-11-28,0.0,0.0,58
TXX5Q,B,2016-11-28,0.0,0.0,17
TXQ0T,B,2016-11-28,0.0,0.0,17
TXX5Q,A,2016-11-28,0.0,0.0,33
TXQ0T,A,2016-11-28,0.0,0.0,36
TXX5Q,C,2016-11-28,0.0,0.0,90
TXQ0T,C,2016-11-28,0.0,0.0,94
TXX00,E,2016-11-28,0.0,0.0,40
TXX06,E,2016-11-28,0.0,0.0,45
TXXX0,E,2016-11-28,0.0,0.0,52
TXZ06,E,2016-11-28,0.0,0.0,63
TZQAQ,E,2016-11-28,0.0,0.0,86
TXX00,B,2016-11-28,0.0,0.0,25
TXX06,B,2016-11-28,0.0,0.0,20
TXXX0,B,2016-11-28,0.0,0.0,22
TXZ06,B,2016-11-28,0.0,0.0,28
TZQAQ,B,2016-11-28,0.0,0.0,13
TXX00,A,2016-11-28,0.0,0.0,7
TXX06,A,2016-11-28,0.0,0.0,4
TXX00,C,2016-11-28,0.0,0.0,94
TXX06,C,2016-11-28,0.0,0.0,90
TXXX0,C,2016-11-28,0.0,0.0,87
TXZ06,C,2016-11-28,0.0,0.0,63
TZQAQ,C,2016-11-28,0.0,0.0,96
TXX06,D,2016-11-28,0.0,0.0,2
TXZ06,D,2016-11-28,0.0,0.0,1
TXQT7,E,2016-11-28,0.0,6580.321999999999,58
TXQTZ,E,2016-11-28,0.0,6580.321999999999,57
TXQT7,B,2016-11-28,0.0,6580.321999999999,20
TXQTZ,B,2016-11-28,0.0,6580.321999999999,28
TXQQX,C,2016-11-28,0.0,6580.321999999999,38
TXQT7,C,2016-11-28,0.0,6580.321999999999,90
TXQTZ,C,2016-11-28,0.0,6580.321999999999,88
TXQTZ,F,2016-11-28,0.0,6580.321999999999,1
TXX5Q,E,2016-12-05,0.0,0.0,50
TXQ0T,E,2016-12-05,0.0,0.0,59
TXX5Q,B,2016-12-05,0.0,0.0,13
TXQ0T,B,2016-12-05,0.0,0.0,15
TXX5Q,A,2016-12-05,0.0,0.0,32
TXQ0T,A,2016-12-05,0.0,0.0,37
TXX5Q,C,2016-12-05,0.0,0.0,87
TXQ0T,C,2016-12-05,0.0,0.0,93
TXX00,E,2016-12-05,0.0,0.0,51
TXX06,E,2016-12-05,0.0,0.0,61
TXXX0,E,2016-12-05,0.0,0.0,61
TXZ06,E,2016-12-05,0.0,0.0,74
TZQAQ,E,2016-12-05,0.0,0.0,75
TXX00,B,2016-12-05,0.0,0.0,17
TXX06,B,2016-12-05,0.0,0.0,13
TXXX0,B,2016-12-05,0.0,0.0,19
TXZ06,B,2016-12-05,0.0,0.0,27
TZQAQ,B,2016-12-05,0.0,0.0,13
TXX00,A,2016-12-05,0.0,0.0,3
TXX06,A,2016-12-05,0.0,0.0,3
TXZ06,A,2016-12-05,0.0,0.0,1
TXX00,C,2016-12-05,0.0,0.0,94
TXX06,C,2016-12-05,0.0,0.0,91
TXXX0,C,2016-12-05,0.0,0.0,85
TXZ06,C,2016-12-05,0.0,0.0,63
TZQAQ,C,2016-12-05,0.0,0.0,96
TXX06,D,2016-12-05,0.0,0.0,1
TXZ06,D,2016-12-05,0.0,0.0,1
TXQT7,E,2016-12-05,152635.41,14128.702,61
TXQTZ,E,2016-12-05,152635.41,14128.702,62
TXQT7,B,2016-12-05,152635.41,14128.702,16
TXQTZ,B,2016-12-05,152635.41,14128.702,24
TXQT7,A,2016-12-05,152635.41,14128.702,1
TXQQX,C,2016-12-05,152635.41,14128.702,36
TXQT7,C,2016-12-05,152635.41,14128.702,74
TXQTZ,C,2016-12-05,152635.41,14128.702,64
TXQTZ,F,2016-12-05,152635.41,14128.702,2
TXX5Q,E,2016-12-12,0.0,0.0,53
TXQ0T,E,2016-12-12,0.0,0.0,58
TXX5Q,B,2016-12-12,0.0,0.0,17
TXQ0T,B,2016-12-12,0.0,0.0,29
TXX5Q,A,2016-12-12,0.0,0.0,37
TXQ0T,A,2016-12-12,0.0,0.0,20
TXX5Q,C,2016-12-12,0.0,0.0,92
TXQ0T,C,2016-12-12,0.0,0.0,96
TXX00,E,2016-12-12,0.0,0.0,50
TXX06,E,2016-12-12,0.0,0.0,58
TXXX0,E,2016-12-12,0.0,0.0,57
TXZ06,E,2016-12-12,0.0,0.0,68
TZQAQ,E,2016-12-12,0.0,0.0,77
TXX00,B,2016-12-12,0.0,0.0,25
TXX06,B,2016-12-12,0.0,0.0,21
TXXX0,B,2016-12-12,0.0,0.0,18
TXZ06,B,2016-12-12,0.0,0.0,37
TZQAQ,B,2016-12-12,0.0,0.0,22
TXX00,A,2016-12-12,0.0,0.0,2
TXX06,A,2016-12-12,0.0,0.0,2
TXX00,C,2016-12-12,0.0,0.0,96
TXX06,C,2016-12-12,0.0,0.0,90
TXXX0,C,2016-12-12,0.0,0.0,90
TXZ06,C,2016-12-12,0.0,0.0,68
TZQAQ,C,2016-12-12,0.0,0.0,98
TXX06,D,2016-12-12,0.0,0.0,3
TXZ06,D,2016-12-12,0.0,0.0,1
TZQAQ,F,2016-12-12,0.0,0.0,3
TXQT7,E,2016-12-12,0.0,8172.185,62
TXQTZ,E,2016-12-12,0.0,8172.185,57
TXQT7,B,2016-12-12,0.0,8172.185,24
TXQTZ,B,2016-12-12,0.0,8172.185,29
TXQQX,C,2016-12-12,0.0,8172.185,33
TXQT7,C,2016-12-12,0.0,8172.185,77
TXQTZ,C,2016-12-12,0.0,8172.185,76
TXX5Q,E,2016-12-19,0.0,0.0,56
TXQ0T,E,2016-12-19,0.0,0.0,59
TXX5Q,B,2016-12-19,0.0,0.0,25
TXQ0T,B,2016-12-19,0.0,0.0,31
